0.0	0.7761	1.0	0.9565	1.0	1.0	0.9211	0.7368	0.6429	0.6818	1.0	0.9851	1.0	1.0	1.0
0.7761	0.0	1.0	1.0	1.0	1.0	1.0	0.4	0.26670000000000005	0.5909	1.0	0.8824	0.9815	0.9831	1.0
1.0	1.0	0.0	0.9167	0.8333	0.75	0.9167	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
0.9565	1.0	0.9167	0.0	0.8846	0.9231	0.9231	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1.0	1.0	0.8333	0.8846	0.0	0.7714	0.9756	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1.0	1.0	0.75	0.9231	0.7714	0.0	0.9024	1.0	1.0	0.9565	0.9394	0.8857	0.9273	0.9333	0.84
0.9211	1.0	0.9167	0.9231	0.9756	0.9024	0.0	1.0	1.0	0.8696	0.9211	0.9117999999999999	0.8684000000000001	0.9474	0.8333
0.7368	0.4	1.0	1.0	1.0	1.0	1.0	0.0	0.4667	0.5	1.0	0.8947	1.0	1.0	1.0
0.6429	0.26670000000000005	1.0	1.0	1.0	1.0	1.0	0.4667	0.0	0.4	1.0	0.7857000000000001	1.0	1.0	1.0
0.6818	0.5909	1.0	1.0	1.0	0.9565	0.8696	0.5	0.4	0.0	0.9545	0.9545	0.8182	0.9091	0.9545
1.0	1.0	1.0	1.0	1.0	0.9394	0.9211	1.0	1.0	0.9545	0.0	0.4857	0.5455	0.48329999999999995	0.43999999999999995
0.9851	0.8824	1.0	1.0	1.0	0.8857	0.9117999999999999	0.8947	0.7857000000000001	0.9545	0.4857	0.0	0.3429	0.3143	0.43999999999999995
1.0	0.9815	1.0	1.0	1.0	0.9273	0.8684000000000001	1.0	1.0	0.8182	0.5455	0.3429	0.0	0.4727	0.36
1.0	0.9831	1.0	1.0	1.0	0.9333	0.9474	1.0	1.0	0.9091	0.48329999999999995	0.3143	0.4727	0.0	0.24
1.0	1.0	1.0	1.0	1.0	0.84	0.8333	1.0	1.0	0.9545	0.43999999999999995	0.43999999999999995	0.36	0.24	0.0
