Ind1	Ind2	R	LnL(R)		U	HS	FS	PO
ESSH18 	ESSR12 	U	-60.21		-	2.50	5.10	9999
ESSH18 	ESSR13 	U	-52.71		-	2.16	6.17	9999
ESSH18 	ESSR14 	U	-71.85		-	3.56	8.08	9999
ESSH18 	ESSR15 	U	-54.11		-	3.16	6.73	9999
ESSH18 	ESSR16 	U	-62.76		-	0.31	3.13	9999
ESSH18 	ESSR17 	U	-66.41		-	1.84	4.74	9999
ESSH18 	ESSR21 	U	-54.45		-	3.21	7.83	9999
ESSH18 	ESSR22 	U	-61.45		-	3.41	6.95	9999
ESSH18 	ESSR23 	U	-66.38		-	2.78	7.09	9999
ESSH18 	ESSR24 	U	-58.57		-	4.12	9.03	9999
ESSH18 	ESSR25 	U	-64.70		-	3.81	8.58	9999
ESSH18 	ESSR26 	U	-65.73		-	4.57	9.96	9999
ESSH18 	ESSR27 	U	-61.70		-	0.47	3.32	9999
ESSH18 	ESSR28 	U	-53.52		-	2.31	5.35	9999
ESSH18 	ESSE01 	U	-59.81		-	0.89	2.03	9999
ESSH18 	ESSE02 	U	-74.61		-	2.71	7.55	9999
ESSH18 	ESSE03 	U	-66.90		-	4.23	9.11	9999
ESSH18 	ESSE04 	U	-57.17		-	0.74	1.90	9999
ESSH18 	ESSE05 	U	-61.42		-	2.01	6.42	9999
ESSH18 	ESSE06 	U	-71.34		-	1.52	4.62	9999
ESSH18 	ESSE07 	U	-67.59		-	2.18	6.69	9999
ESSH18 	ESSE08 	FS	-59.63		2.45	0.67	-	9999
ESSH18 	ESSE09 	FS	-60.63		7.13	1.22	-	9999
ESSH18 	ESSE10 	U	-56.33		-	3.42	8.36	9999
ESSH18 	ESSE11 	U	-59.79		-	1.81	4.61	9999
ESSH18 	ESSE12 	U	-76.21		-	4.62	10.40	9999
ESSH18 	ESSE13 	U	-56.70		-	0.73	4.15	9999
ESSH18 	ESSE14 	U	-68.58		-	3.13	8.19	9999
ESSH18 	ESSE15 	HS	-65.13		0.40	-	1.77	9999
ESSH18 	ESSE16 	U	-64.23		-	0.10	3.61	9999
ESSH18 	ESSE17 	U	-60.51		-	2.40	6.34	9999
ESSH18 	ESSE18 	U	-63.44		-	2.41	7.48	9999
ESSH18 	ESSE19 	U	-72.46		-	3.56	7.72	9999
ESSH18 	ESSE20 	U	-68.20		-	1.67	6.36	9999
ESSH18 	ESSE21 	U	-65.28		-	5.80	12.01	9999
ESSH18 	ESSE22 	U	-41.92		-	1.10	2.14	9999
ESSH18 	ESSE23 	U	-60.13		-	4.56	9.78	9999
ESSH18 	ESSE24 	U	-64.51		-	3.05	7.88	9999
ESSH18 	ESSE25 	U	-59.07		-	0.49	3.92	9999
ESSH18 	ESSE26 	U	-60.91		-	3.22	8.27	9999
ESSH18 	ESSE27 	U	-62.77		-	3.35	8.53	9999
ESSH18 	ESSE28 	U	-62.65		-	1.32	4.15	9999
ESSH18 	ESSH10 	FS	-64.36		0.62	0.57	-	9999
ESSH18 	ESSH11 	PO	-62.56		6.10	1.24	0.26	-
ESSH18 	ESSH12 	U	-62.44		-	0.74	3.31	9999
ESSH18 	ESSH13 	U	-57.19		-	2.67	7.34	9999
ESSH18 	ESSH14 	U	-62.63		-	1.12	4.28	9999
ESSH18 	ESSH15 	U	-61.19		-	0.56	3.96	9999
ESSH18 	ESSH16 	U	-64.88		-	0.71	2.55	9999
ESSH18 	ESSH17 	U	-68.03		-	1.17	4.17	9999
ESSH19 	ESSR18 	U	-61.90		-	2.92	7.37	9999
ESSH19 	ESSR19 	U	-67.31		-	0.50	4.92	9999
ESSH19 	ESSR20 	U	-65.48		-	5.01	10.82	9999
ESSH19 	ESSR01 	HS	-61.99		2.22	-	1.80	9999
ESSH19 	ESSR02 	U	-62.27		-	2.36	5.85	9999
ESSH19 	ESSR03 	U	-65.59		-	2.47	5.06	9999
ESSH19 	ESSR04 	U	-65.72		-	1.72	5.70	9999
ESSH19 	ESSR05 	U	-59.46		-	1.18	5.17	9999
ESSH19 	ESSR06 	U	-70.44		-	5.53	11.80	9999
ESSH19 	ESSR07 	U	-61.46		-	3.37	8.55	9999
ESSH19 	ESSR08 	HS	-65.02		2.12	-	2.37	9999
ESSH19 	ESSR09 	U	-66.22		-	1.86	6.38	9999
ESSH19 	ESSR10 	U	-53.07		-	2.58	6.89	9999
ESSH19 	ESSR11 	U	-61.68		-	2.87	7.74	9999
ESSH19 	ESSR12 	U	-62.11		-	2.93	5.84	9999
ESSH19 	ESSR13 	U	-53.46		-	2.26	5.71	9999
ESSH19 	ESSR14 	U	-72.98		-	3.17	8.62	9999
ESSH19 	ESSR15 	U	-54.86		-	2.37	5.78	9999
ESSH19 	ESSR16 	U	-63.90		-	2.44	7.22	9999
ESSH19 	ESSR17 	U	-67.54		-	2.75	7.89	9999
ESSH19 	ESSR21 	U	-61.92		-	2.19	6.57	9999
ESSH19 	ESSR22 	U	-63.35		-	3.19	7.20	9999
ESSH19 	ESSR23 	FS	-63.19		5.08	0.92	-	9999
ESSH19 	ESSR24 	U	-60.48		-	4.12	9.25	9999
ESSH19 	ESSR25 	HS	-64.40		2.20	-	2.84	9999
ESSH19 	ESSR26 	U	-67.64		-	3.33	8.21	9999
ESSH19 	ESSR27 	U	-63.60		-	5.13	10.95	9999
ESSH19 	ESSR28 	U	-55.42		-	1.11	3.40	9999
ESSH19 	ESSE01 	PO	-56.68		4.25	1.39	2.95	-
ESSH19 	ESSE02 	U	-75.74		-	3.44	8.75	9999
ESSH19 	ESSE03 	U	-68.03		-	3.94	9.33	9999
ESSH19 	ESSE04 	U	-59.08		-	2.29	6.08	9999
ESSH19 	ESSE05 	U	-62.56		-	4.22	9.86	9999
ESSH19 	ESSE06 	U	-72.47		-	2.11	6.77	9999
ESSH19 	ESSE07 	U	-68.72		-	0.34	3.15	9999
ESSH19 	ESSE08 	U	-63.21		-	3.51	8.37	9999
ESSH19 	ESSE09 	U	-68.90		-	1.47	5.64	9999
ESSH19 	ESSE10 	U	-59.61		-	4.31	9.69	9999
ESSH19 	ESSE11 	U	-60.93		-	1.77	5.31	9999
ESSH19 	ESSE12 	U	-77.34		-	2.84	7.99	9999
ESSH19 	ESSE13 	U	-57.83		-	2.05	4.89	9999
ESSH19 	ESSE14 	HS	-68.83		0.88	-	0.65	9999
ESSH19 	ESSE15 	HS	-64.89		1.77	-	0.91	9999
ESSH19 	ESSE16 	U	-65.36		-	3.37	7.72	9999
ESSH19 	ESSE17 	U	-61.64		-	3.12	8.09	9999
ESSH19 	ESSE18 	U	-64.58		-	2.84	7.31	9999
ESSH19 	ESSE19 	U	-73.60		-	5.46	11.70	9999
ESSH19 	ESSE20 	U	-69.34		-	3.79	8.58	9999
ESSH19 	ESSE21 	U	-67.18		-	1.73	6.02	9999
ESSH19 	ESSE22 	HS	-44.36		0.10	-	2.38	9999
ESSH19 	ESSE23 	HS	-59.92		2.11	-	1.85	9999
ESSH19 	ESSE24 	U	-66.41		-	3.73	8.38	9999
ESSH19 	ESSE25 	U	-60.97		-	3.75	7.94	9999
ESSH19 	ESSE26 	U	-62.81		-	2.19	7.06	9999
ESSH19 	ESSE27 	HS	-64.28		0.39	-	0.85	9999
ESSH19 	ESSE28 	U	-63.79		-	3.03	7.56	9999
ESSH19 	ESSH10 	U	-66.12		-	3.87	8.68	9999
ESSH19 	ESSH11 	U	-69.79		-	3.90	9.31	9999
ESSH19 	ESSH12 	U	-63.57		-	3.19	7.98	9999
ESSH19 	ESSH13 	U	-58.32		-	3.19	8.19	9999
ESSH19 	ESSH14 	U	-63.76		-	3.86	8.96	9999
ESSH19 	ESSH15 	U	-62.32		-	1.73	5.92	9999
ESSH19 	ESSH16 	PO	-57.19		8.82	2.79	1.90	-
ESSH19 	ESSH17 	U	-69.16		-	1.46	6.00	9999
ESSH19 	ESSH18 	U	-68.42		-	2.13	6.44	9999
ESSH08 	ESSR18 	HS	-55.71		0.60	-	1.93	9999
ESSH08 	ESSR19 	U	-61.73		-	1.00	3.91	9999
ESSH08 	ESSR20 	U	-59.89		-	1.78	4.33	9999
ESSH08 	ESSR01 	U	-58.62		-	2.83	7.55	9999
ESSH08 	ESSR02 	U	-56.69		-	0.96	3.63	9999
ESSH08 	ESSR03 	U	-60.01		-	2.00	5.87	9999
ESSH08 	ESSR04 	U	-60.14		-	3.12	7.58	9999
ESSH08 	ESSR05 	U	-52.97		-	1.35	4.26	9999
ESSH08 	ESSR06 	U	-64.85		-	3.12	7.57	9999
ESSH08 	ESSR07 	U	-54.97		-	0.79	3.28	9999
ESSH08 	ESSR08 	U	-61.55		-	2.29	6.05	9999
ESSH08 	ESSR09 	U	-60.64		-	2.92	7.09	9999
ESSH08 	ESSR10 	U	-49.74		-	1.49	4.17	9999
ESSH08 	ESSR11 	U	-56.09		-	1.79	4.39	9999
ESSH08 	ESSR12 	U	-58.15		-	0.52	1.81	9999
ESSH08 	ESSR13 	U	-48.58		-	0.09	2.57	9999
ESSH08 	ESSR14 	U	-67.40		-	1.29	5.78	9999
ESSH08 	ESSR15 	U	-49.98		-	1.68	4.31	9999
ESSH08 	ESSR16 	U	-58.31		-	0.37	1.45	9999
ESSH08 	ESSR17 	HS	-60.68		1.27	-	1.26	9999
ESSH08 	ESSR21 	U	-57.96		-	1.66	5.69	9999
ESSH08 	ESSR22 	U	-59.39		-	2.31	5.17	9999
ESSH08 	ESSR23 	U	-64.32		-	1.78	5.42	9999
ESSH08 	ESSR24 	U	-56.52		-	3.94	8.46	9999
ESSH08 	ESSR25 	U	-62.64		-	3.46	8.38	9999
ESSH08 	ESSR26 	U	-62.77		-	3.79	8.73	9999
ESSH08 	ESSR27 	U	-59.64		-	1.50	4.20	9999
ESSH08 	ESSR28 	U	-51.46		-	1.20	3.57	9999
ESSH08 	ESSE01 	U	-55.36		-	2.26	6.18	9999
ESSH08 	ESSE02 	U	-70.16		-	2.37	6.42	9999
ESSH08 	ESSE03 	U	-62.45		-	2.09	6.53	9999
ESSH08 	ESSE04 	HS	-55.08		0.03	-	1.15	9999
ESSH08 	ESSE05 	U	-56.97		-	0.93	3.81	9999
ESSH08 	ESSE06 	HS	-66.09		0.80	-	2.51	9999
ESSH08 	ESSE07 	U	-63.14		-	1.44	5.04	9999
ESSH08 	ESSE08 	HS	-56.90		0.73	-	0.25	9999
ESSH08 	ESSE09 	HS	-62.24		1.08	-	0.69	9999
ESSH08 	ESSE10 	U	-51.77		-	1.79	5.55	9999
ESSH08 	ESSE11 	HS	-54.70		0.64	-	1.36	0.09
ESSH08 	ESSE12 	U	-71.76		-	4.15	9.65	9999
ESSH08 	ESSE13 	PO	-48.73		3.52	1.25	0.88	-
ESSH08 	ESSE14 	U	-64.13		-	2.90	7.12	9999
ESSH08 	ESSE15 	U	-61.08		-	2.81	7.11	9999
ESSH08 	ESSE16 	U	-59.78		-	0.47	2.56	9999
ESSH08 	ESSE17 	U	-56.06		-	2.69	6.85	9999
ESSH08 	ESSE18 	U	-58.99		-	0.07	3.31	9999
ESSH08 	ESSE19 	U	-68.01		-	1.33	4.61	9999
ESSH08 	ESSE20 	U	-63.75		-	0.40	3.54	9999
ESSH08 	ESSE21 	U	-63.22		-	2.60	6.58	9999
ESSH08 	ESSE22 	FS	-38.88		1.01	0.35	-	9999
ESSH08 	ESSE23 	U	-58.07		-	4.70	9.81	9999
ESSH08 	ESSE24 	U	-62.45		-	4.30	9.15	9999
ESSH08 	ESSE25 	U	-57.01		-	1.34	4.70	9999
ESSH08 	ESSE26 	U	-58.85		-	3.36	8.46	9999
ESSH08 	ESSE27 	U	-60.71		-	5.35	11.27	9999
ESSH08 	ESSE28 	U	-58.20		-	1.94	4.79	9999
ESSH08 	ESSH10 	FS	-60.03		0.50	0.25	-	9999
ESSH08 	ESSH11 	U	-64.21		-	0.52	2.48	9999
ESSH08 	ESSH12 	U	-57.99		-	1.33	3.63	9999
ESSH08 	ESSH13 	U	-52.74		-	0.07	2.01	9999
ESSH08 	ESSH14 	U	-58.18		-	1.16	4.18	9999
ESSH08 	ESSH15 	U	-56.74		-	1.49	5.27	9999
ESSH08 	ESSH16 	U	-60.42		-	2.24	6.59	9999
ESSH08 	ESSH17 	U	-63.58		-	2.96	7.89	9999
ESSH08 	ESSH18 	U	-62.83		-	0.27	1.07	9999
ESSH08 	ESSH19 	U	-63.97		-	3.70	8.44	9999
ESSH09 	ESSR18 	U	-56.63		-	1.56	5.26	9999
ESSH09 	ESSR19 	U	-62.04		-	1.52	5.67	9999
ESSH09 	ESSR20 	U	-60.21		-	0.73	4.15	9999
ESSH09 	ESSR01 	U	-58.93		-	3.25	8.26	9999
ESSH09 	ESSR02 	U	-57.00		-	3.37	8.61	9999
ESSH09 	ESSR03 	U	-60.32		-	2.23	6.69	9999
ESSH09 	ESSR04 	U	-60.46		-	0.63	2.75	9999
ESSH09 	ESSR05 	U	-53.28		-	2.48	6.15	9999
ESSH09 	ESSR06 	U	-65.17		-	1.33	4.58	9999
ESSH09 	ESSR07 	HS	-55.14		0.14	-	2.46	9999
ESSH09 	ESSR08 	U	-61.87		-	2.59	6.97	9999
ESSH09 	ESSR09 	U	-60.95		-	2.06	5.75	9999
ESSH09 	ESSR10 	U	-50.05		-	0.92	3.89	9999
ESSH09 	ESSR11 	U	-56.41		-	2.55	6.80	9999
ESSH09 	ESSR12 	U	-55.70		-	1.47	4.35	9999
ESSH09 	ESSR13 	U	-48.23		-	0.11	3.31	9999
ESSH09 	ESSR14 	U	-67.71		-	1.51	6.10	9999
ESSH09 	ESSR15 	U	-49.63		-	2.12	6.09	9999
ESSH09 	ESSR16 	U	-58.63		-	1.82	5.47	9999
ESSH09 	ESSR17 	U	-62.27		-	0.87	4.78	9999
ESSH09 	ESSR21 	U	-55.93		-	3.44	7.61	9999
ESSH09 	ESSR22 	U	-56.94		-	0.81	3.52	9999
ESSH09 	ESSR23 	U	-61.87		-	2.15	6.52	9999
ESSH09 	ESSR24 	U	-54.07		-	0.99	4.84	9999
ESSH09 	ESSR25 	U	-60.19		-	3.12	7.99	9999
ESSH09 	ESSR26 	U	-60.32		-	4.22	8.89	9999
ESSH09 	ESSR27 	U	-57.19		-	1.13	5.13	9999
ESSH09 	ESSR28 	U	-49.01		-	1.24	4.95	9999
ESSH09 	ESSE01 	U	-55.67		-	2.50	6.28	9999
ESSH09 	ESSE02 	HS	-70.21		0.26	-	3.86	9999
ESSH09 	ESSE03 	U	-62.76		-	0.65	4.44	9999
ESSH09 	ESSE04 	HS	-52.54		0.13	-	0.75	9999
ESSH09 	ESSE05 	U	-57.29		-	2.08	6.00	9999
ESSH09 	ESSE06 	HS	-66.50		0.70	-	2.65	9999
ESSH09 	ESSE07 	U	-63.45		-	0.03	2.98	9999
ESSH09 	ESSE08 	U	-57.94		-	0.79	3.52	9999
ESSH09 	ESSE09 	U	-63.63		-	0.10	2.70	9999
ESSH09 	ESSE10 	HS	-52.57		2.61	-	2.57	9999
ESSH09 	ESSE11 	HS	-55.53		0.13	-	2.27	9999
ESSH09 	ESSE12 	U	-72.07		-	1.23	4.13	9999
ESSH09 	ESSE13 	HS	-52.32		0.24	-	3.38	9999
ESSH09 	ESSE14 	U	-64.45		-	1.67	6.31	9999
ESSH09 	ESSE15 	U	-61.39		-	2.85	7.94	9999
ESSH09 	ESSE16 	U	-60.09		-	0.45	3.55	9999
ESSH09 	ESSE17 	U	-56.37		-	2.44	5.96	9999
ESSH09 	ESSE18 	U	-59.31		-	2.68	6.92	9999
ESSH09 	ESSE19 	U	-68.33		-	0.74	2.78	9999
ESSH09 	ESSE20 	HS	-63.77		0.30	-	1.96	9999
ESSH09 	ESSE21 	U	-60.77		-	3.93	8.66	9999
ESSH09 	ESSE22 	U	-40.41		-	2.95	6.36	9999
ESSH09 	ESSE23 	U	-55.62		-	3.61	8.79	9999
ESSH09 	ESSE24 	U	-60.01		-	2.56	6.55	9999
ESSH09 	ESSE25 	HS	-54.51		0.05	-	3.42	9999
ESSH09 	ESSE26 	HS	-55.34		1.06	-	1.67	9999
ESSH09 	ESSE27 	U	-58.26		-	3.14	7.49	9999
ESSH09 	ESSE28 	U	-58.52		-	0.80	5.00	9999
ESSH09 	ESSH10 	U	-60.85		-	2.93	6.75	9999
ESSH09 	ESSH11 	U	-64.52		-	2.00	6.54	9999
ESSH09 	ESSH12 	U	-58.30		-	0.46	4.23	9999
ESSH09 	ESSH13 	PO	-51.05		2.00	0.58	2.19	-
ESSH09 	ESSH14 	U	-58.49		-	3.48	8.55	9999
ESSH09 	ESSH15 	U	-57.05		-	0.42	4.04	9999
ESSH09 	ESSH16 	U	-60.74		-	2.93	6.90	9999
ESSH09 	ESSH17 	U	-63.89		-	0.85	4.79	9999
ESSH09 	ESSH18 	U	-63.15		-	2.59	5.47	9999
ESSH09 	ESSH19 	U	-64.28		-	2.99	8.13	9999
ESSH09 	ESSH08 	U	-58.70		-	0.85	3.69	9999
ESSH01 	ESSR18 	U	-54.45		-	1.19	4.74	9999
ESSH01 	ESSR19 	U	-59.86		-	1.67	4.59	9999
ESSH01 	ESSR20 	U	-58.03		-	1.83	4.71	9999
ESSH01 	ESSR01 	U	-56.75		-	1.86	4.40	9999
ESSH01 	ESSR02 	U	-54.82		-	0.08	2.57	9999
ESSH01 	ESSR03 	U	-58.14		-	2.25	5.36	9999
ESSH01 	ESSR04 	HS	-56.23		2.04	-	0.33	9999
ESSH01 	ESSR05 	U	-52.01		-	1.23	4.89	9999
ESSH01 	ESSR06 	U	-62.99		-	2.64	6.13	9999
ESSH01 	ESSR07 	U	-54.01		-	2.10	4.42	9999
ESSH01 	ESSR08 	HS	-59.36		0.33	-	3.27	9999
ESSH01 	ESSR09 	U	-58.77		-	1.49	5.16	9999
ESSH01 	ESSR10 	HS	-47.71		0.49	-	0.76	9999
ESSH01 	ESSR11 	U	-54.23		-	1.26	3.87	9999
ESSH01 	ESSR12 	U	-56.29		-	0.07	3.60	9999
ESSH01 	ESSR13 	PO	-42.46		1.44	0.38	0.21	-
ESSH01 	ESSR14 	U	-65.53		-	3.11	7.33	9999
ESSH01 	ESSR15 	U	-45.30		-	1.93	5.44	9999
ESSH01 	ESSR16 	U	-56.45		-	0.87	4.31	9999
ESSH01 	ESSR17 	U	-60.09		-	0.41	2.12	9999
ESSH01 	ESSR21 	U	-53.72		-	3.48	8.15	9999
ESSH01 	ESSR22 	U	-57.52		-	1.68	4.78	9999
ESSH01 	ESSR23 	U	-62.45		-	3.64	7.46	9999
ESSH01 	ESSR24 	HS	-54.65		0.01	-	3.01	9999
ESSH01 	ESSR25 	U	-60.77		-	2.42	5.59	9999
ESSH01 	ESSR26 	U	-61.81		-	2.30	6.78	9999
ESSH01 	ESSR27 	U	-57.78		-	1.72	4.13	9999
ESSH01 	ESSR28 	U	-49.60		-	2.28	6.26	9999
ESSH01 	ESSE01 	U	-53.49		-	0.68	1.75	9999
ESSH01 	ESSE02 	U	-68.29		-	1.19	4.54	9999
ESSH01 	ESSE03 	U	-60.58		-	1.50	3.42	9999
ESSH01 	ESSE04 	U	-53.25		-	1.07	3.40	9999
ESSH01 	ESSE05 	U	-55.11		-	0.61	3.09	9999
ESSH01 	ESSE06 	U	-65.02		-	2.49	7.28	9999
ESSH01 	ESSE07 	U	-61.27		-	1.94	4.98	9999
ESSH01 	ESSE08 	U	-55.76		-	3.38	8.08	9999
ESSH01 	ESSE09 	U	-61.45		-	0.98	5.08	9999
ESSH01 	ESSE10 	U	-53.16		-	1.41	3.92	9999
ESSH01 	ESSE11 	FS	-50.82		2.66	0.34	-	9999
ESSH01 	ESSE12 	U	-69.89		-	3.68	9.01	9999
ESSH01 	ESSE13 	U	-50.38		-	1.33	4.60	9999
ESSH01 	ESSE14 	U	-62.27		-	3.61	8.74	9999
ESSH01 	ESSE15 	U	-59.21		-	0.25	2.99	9999
ESSH01 	ESSE16 	U	-57.92		-	0.94	3.71	9999
ESSH01 	ESSE17 	HS	-53.51		0.68	-	0.58	9999
ESSH01 	ESSE18 	HS	-56.30		0.83	-	0.50	9999
ESSH01 	ESSE19 	U	-66.15		-	1.25	5.36	9999
ESSH01 	ESSE20 	U	-61.89		-	2.21	6.79	9999
ESSH01 	ESSE21 	U	-61.36		-	2.42	6.88	9999
ESSH01 	ESSE22 	U	-41.33		-	0.05	2.32	9999
ESSH01 	ESSE23 	U	-56.20		-	0.75	4.08	9999
ESSH01 	ESSE24 	U	-60.59		-	3.13	7.98	9999
ESSH01 	ESSE25 	U	-55.15		-	1.59	4.60	9999
ESSH01 	ESSE26 	U	-56.98		-	3.44	8.58	9999
ESSH01 	ESSE27 	U	-58.84		-	1.30	5.27	9999
ESSH01 	ESSE28 	U	-56.34		-	2.77	7.31	9999
ESSH01 	ESSH10 	U	-58.67		-	1.25	5.15	9999
ESSH01 	ESSH11 	U	-62.34		-	1.04	4.93	9999
ESSH01 	ESSH12 	U	-56.13		-	3.17	7.70	9999
ESSH01 	ESSH13 	U	-50.87		-	0.01	2.19	9999
ESSH01 	ESSH14 	HS	-55.19		1.12	-	1.30	9999
ESSH01 	ESSH15 	HS	-53.95		0.92	-	1.40	9999
ESSH01 	ESSH16 	U	-58.56		-	1.98	5.19	9999
ESSH01 	ESSH17 	U	-61.72		-	4.83	10.70	9999
ESSH01 	ESSH18 	HS	-59.82		1.15	-	2.42	9999
ESSH01 	ESSH19 	U	-62.10		-	2.92	7.38	9999
ESSH01 	ESSH08 	U	-56.52		-	1.34	4.87	9999
ESSH01 	ESSH09 	U	-56.83		-	1.61	5.77	9999
ESSH02 	ESSR18 	FS	-53.06		1.40	0.10	-	9999
ESSH02 	ESSR19 	HS	-58.31		1.57	-	1.54	9999
ESSH02 	ESSR20 	HS	-57.70		0.34	-	1.90	9999
ESSH02 	ESSR01 	U	-56.76		-	4.40	9.56	9999
ESSH02 	ESSR02 	U	-54.83		-	1.32	4.57	9999
ESSH02 	ESSR03 	U	-58.16		-	0.56	2.88	9999
ESSH02 	ESSR04 	U	-58.29		-	0.35	1.37	9999
ESSH02 	ESSR05 	HS	-51.97		0.06	-	0.71	9999
ESSH02 	ESSR06 	U	-63.00		-	4.33	9.52	9999
ESSH02 	ESSR07 	U	-54.02		-	2.64	6.96	9999
ESSH02 	ESSR08 	U	-59.70		-	3.18	7.29	9999
ESSH02 	ESSR09 	U	-58.78		-	0.56	3.75	9999
ESSH02 	ESSR10 	U	-47.28		-	1.47	4.74	9999
ESSH02 	ESSR11 	U	-54.24		-	2.65	6.34	9999
ESSH02 	ESSR12 	U	-56.30		-	3.14	7.80	9999
ESSH02 	ESSR13 	U	-45.38		-	0.06	3.00	0.31
ESSH02 	ESSR14 	U	-65.54		-	1.17	4.21	9999
ESSH02 	ESSR15 	HS	-45.91		0.86	-	0.26	0.10
ESSH02 	ESSR16 	U	-56.46		-	0.91	3.73	9999
ESSH02 	ESSR17 	U	-60.10		-	3.25	7.93	9999
ESSH02 	ESSR21 	U	-56.52		-	0.84	4.69	9999
ESSH02 	ESSR22 	U	-57.54		-	1.56	3.80	9999
ESSH02 	ESSR23 	U	-62.46		-	2.15	6.40	9999
ESSH02 	ESSR24 	U	-54.66		-	1.45	5.18	9999
ESSH02 	ESSR25 	U	-60.78		-	1.67	5.50	9999
ESSH02 	ESSR26 	U	-61.82		-	3.40	7.62	9999
ESSH02 	ESSR27 	U	-57.79		-	3.20	7.08	9999
ESSH02 	ESSR28 	HS	-49.50		0.11	-	2.68	9999
ESSH02 	ESSE01 	U	-53.50		-	1.34	4.93	9999
ESSH02 	ESSE02 	U	-68.30		-	3.55	8.66	9999
ESSH02 	ESSE03 	U	-60.59		-	2.84	7.11	9999
ESSH02 	ESSE04 	U	-53.26		-	0.15	1.19	9999
ESSH02 	ESSE05 	U	-55.12		-	0.44	2.63	9999
ESSH02 	ESSE06 	U	-65.03		-	2.50	6.55	9999
ESSH02 	ESSE07 	U	-61.28		-	2.56	5.48	9999
ESSH02 	ESSE08 	U	-55.77		-	1.78	4.74	9999
ESSH02 	ESSE09 	U	-61.46		-	3.35	7.96	9999
ESSH02 	ESSE10 	U	-53.17		-	2.77	6.19	9999
ESSH02 	ESSE11 	U	-53.49		-	0.73	4.24	9999
ESSH02 	ESSE12 	U	-69.90		-	2.16	6.32	9999
ESSH02 	ESSE13 	U	-50.39		-	1.24	4.45	9999
ESSH02 	ESSE14 	HS	-61.88		0.40	-	2.07	9999
ESSH02 	ESSE15 	U	-59.22		-	0.38	4.04	9999
ESSH02 	ESSE16 	U	-57.93		-	2.50	6.80	9999
ESSH02 	ESSE17 	U	-54.20		-	4.41	9.03	9999
ESSH02 	ESSE18 	HS	-55.86		1.28	-	0.45	9999
ESSH02 	ESSE19 	HS	-66.06		0.10	-	1.61	9999
ESSH02 	ESSE20 	HS	-61.11		0.79	-	2.55	9999
ESSH02 	ESSE21 	U	-61.37		-	1.56	5.19	9999
ESSH02 	ESSE22 	HS	-39.37		1.14	-	1.32	9999
ESSH02 	ESSE23 	U	-56.21		-	0.18	2.38	9999
ESSH02 	ESSE24 	U	-60.60		-	2.99	7.58	9999
ESSH02 	ESSE25 	U	-55.16		-	2.69	6.74	9999
ESSH02 	ESSE26 	U	-57.00		-	2.70	6.81	9999
ESSH02 	ESSE27 	U	-58.85		-	1.84	5.51	9999
ESSH02 	ESSE28 	U	-56.35		-	1.12	4.82	9999
ESSH02 	ESSH10 	U	-58.68		-	0.37	2.89	9999
ESSH02 	ESSH11 	U	-62.35		-	3.87	8.74	9999
ESSH02 	ESSH12 	U	-56.14		-	4.26	9.50	9999
ESSH02 	ESSH13 	HS	-50.82		0.07	-	1.57	9999
ESSH02 	ESSH14 	PO	-50.79		5.54	1.93	1.13	-
ESSH02 	ESSH15 	HS	-54.52		0.37	-	0.64	9999
ESSH02 	ESSH16 	U	-58.57		-	1.04	3.87	9999
ESSH02 	ESSH17 	U	-61.73		-	3.41	7.87	9999
ESSH02 	ESSH18 	U	-60.98		-	3.81	8.73	9999
ESSH02 	ESSH19 	HS	-60.87		1.24	-	1.94	9999
ESSH02 	ESSH08 	U	-56.53		-	0.20	3.48	9999
ESSH02 	ESSH09 	U	-56.84		-	1.62	5.19	9999
ESSH02 	ESSH01 	HS	-54.17		0.50	-	1.19	9999
ESSH03 	ESSR18 	HS	-47.20		1.28	-	0.51	9999
ESSH03 	ESSR19 	U	-52.44		-	2.36	6.59	9999
ESSH03 	ESSR20 	U	-52.06		-	2.86	7.14	9999
ESSH03 	ESSR01 	U	-49.33		-	1.01	3.56	9999
ESSH03 	ESSR02 	U	-48.85		-	1.87	5.53	9999
ESSH03 	ESSR03 	U	-51.91		-	2.04	5.17	9999
ESSH03 	ESSR04 	U	-51.10		-	1.78	5.21	9999
ESSH03 	ESSR05 	FS	-42.67		2.16	0.77	-	9999
ESSH03 	ESSR06 	U	-56.88		-	2.12	5.54	9999
ESSH03 	ESSR07 	U	-47.77		-	3.10	7.46	9999
ESSH03 	ESSR08 	U	-52.26		-	0.46	3.47	9999
ESSH03 	ESSR09 	U	-49.84		-	3.89	8.70	9999
ESSH03 	ESSR10 	HS	-46.29		0.27	-	1.52	9999
ESSH03 	ESSR11 	U	-47.08		-	1.67	5.50	9999
ESSH03 	ESSR12 	U	-46.60		-	2.60	5.49	9999
ESSH03 	ESSR13 	U	-39.51		-	0.53	1.76	9999
ESSH03 	ESSR14 	U	-54.96		-	2.44	5.48	9999
ESSH03 	ESSR15 	U	-39.99		-	0.51	1.69	9999
ESSH03 	ESSR16 	U	-49.97		-	1.07	4.70	9999
ESSH03 	ESSR17 	U	-51.11		-	1.27	4.36	9999
ESSH03 	ESSR21 	U	-45.01		-	1.99	5.53	9999
ESSH03 	ESSR22 	U	-47.84		-	0.12	1.76	9999
ESSH03 	ESSR23 	U	-52.85		-	2.43	5.54	9999
