0.0	0.859	0.8679	0.6961999999999999	0.7083999999999999	1.0	0.6604	0.8599	0.964	1.0	0.6973	0.885	1.0	1.0	0.6486000000000001
0.859	0.0	0.8718	0.8447	0.7807	1.0	0.8529	0.8557	0.9518	0.5	0.8987	0.9038	0.9642	0.9596	0.8866
0.8679	0.8718	0.0	1.0	0.7839	0.7729	0.7701	1.0	1.0	1.0	0.9167	0.952	1.0	0.7862	1.0
0.6961999999999999	0.8447	1.0	0.0	1.0	1.0	1.0	0.8513	0.7392000000000001	0.8801	0.694	0.7603	0.9429	0.8261000000000001	0.5897
0.7083999999999999	0.7807	0.7839	1.0	0.0	0.9158	0.6491	0.9684	0.8461	0.9297	0.8337	1.0	0.9298	1.0	0.8701
1.0	1.0	0.7729	1.0	0.9158	0.0	0.9552	1.0	1.0	1.0	0.9617	0.8465	0.8486	0.9209	0.9693
0.6604	0.8529	0.7701	1.0	0.6491	0.9552	0.0	1.0	0.8702	0.8704000000000001	0.7211000000000001	1.0	0.8533	1.0	0.69
0.8599	0.8557	1.0	0.8513	0.9684	1.0	1.0	0.0	1.0	0.9381	0.7311000000000001	0.9633	0.9971	0.9093	0.7923
0.964	0.9518	1.0	0.7392000000000001	0.8461	1.0	0.8702	1.0	0.0	0.9189	0.9014	0.9127	0.9187	1.0	0.7463
1.0	0.5	1.0	0.8801	0.9297	1.0	0.8704000000000001	0.9381	0.9189	0.0	0.9829	1.0	0.7956	1.0	0.8687
0.6973	0.8987	0.9167	0.694	0.8337	0.9617	0.7211000000000001	0.7311000000000001	0.9014	0.9829	0.0	0.9433	1.0	0.8988	0.834
0.885	0.9038	0.952	0.7603	1.0	0.8465	1.0	0.9633	0.9127	1.0	0.9433	0.0	0.8932	1.0	0.6247
1.0	0.9642	1.0	0.9429	0.9298	0.8486	0.8533	0.9971	0.9187	0.7956	1.0	0.8932	0.0	0.7857000000000001	0.8166
1.0	0.9596	0.7862	0.8261000000000001	1.0	0.9209	1.0	0.9093	1.0	1.0	0.8988	1.0	0.7857000000000001	0.0	0.979
0.6486000000000001	0.8866	1.0	0.5897	0.8701	0.9693	0.69	0.7923	0.7463	0.8687	0.834	0.6247	0.8166	0.979	0.0
